satellite,x_km,y_km,z_km
SL-8_DEB_051,-3797.5828,5256.7017,-81.38123
SL-8_DEB_052,-2734.0864,3649.518,-73.91366
SL-8_DEB_053,-3508.5366,-21.28083,-5633.629
SL-8_DEB_054,-2889.7512,5998.605,1886.433
SL-8_DEB_055,2718.3955,-6014.4014,-2202.9294
SL-8_DEB_056,4851.7075,-4999.432,2217.3718
SL-8_DEB_057,1381.8127,729.17883,3122.8938
SL-8_DEB_058,-968.8446,5268.619,4201.2593
SL-8_DEB_059,-247.0034,-4439.1313,-5172.4424
SL-8_DEB_060,4130.421,-3416.1345,2620.2607
SL-8_DEB_061,-2711.5732,5862.427,2110.8582
SL-8_DEB_062,-4977.5073,3912.23,-3380.2734
SL-8_DEB_063,-2164.4148,6140.3823,3089.834
SL-8_DEB_064,-1753.5474,-2431.568,-5510.3584
SL-8_DEB_065,603.12915,3946.3862,5213.75
SL-8_DEB_066,-4119.4272,858.6123,-5504.8516
SL-8_DEB_067,-4274.8433,5389.182,-945.55566
SL-8_DEB_068,2292.1826,-5442.879,-2428.0186
SL-8_DEB_069,5046.4536,-3892.7708,3595.1797
SL-8_DEB_070,-29.37845,-3494.5344,-3602.3228
SL-8_DEB_071,5044.108,-3275.6404,4255.7925
SL-8_DEB_072,2578.1116,1366.4524,5437.3755
SL-8_DEB_073,2009.6283,-5214.3823,-2702.0085
SL-8_DEB_074,400.62842,-3097.408,-3193.2263
SL-8_DEB_075,3740.2727,-5180.683,417.89758
SL-8_DEB_076,-1900.8397,-2926.0251,-6185.7817
SL-8_DEB_077,-2603.1948,-1364.753,-5663.019
SL-8_DEB_078,886.6847,-3799.534,-3119.029
SL-8_DEB_079,3064.5334,-5524.4585,-989.426
SL-8_DEB_080,-1373.6421,5180.6978,3549.3962
SL-8_DEB_081,1242.6499,-4147.204,-2336.7722
SL-8_DEB_082,2142.145,2936.9194,6450.491
SL-8_DEB_083,-4285.084,4156.11,-1849.515
SL-8_DEB_084,-4421.3906,3439.265,-3432.6802
SL-8_DEB_085,4370.28,-5541.6934,1053.3638
SL-8_DEB_086,-447.83563,2058.0105,1836.9471
SL-8_DEB_087,-5166.2505,5063.3354,-2574.973
SL-8_DEB_088,377.31525,-5269.8335,-4899.904
SL-8_DEB_089,1317.9904,3743.836,6117.743
SL-8_DEB_090,-3269.6006,-1349.8201,-6533.116
SL-8_DEB_091,4628.0586,-1088.2472,6000.848
SL-8_DEB_092,1146.1188,4162.7466,6266.7305
SL-8_DEB_093,775.31824,4497.655,6074.694
SL-8_DEB_094,1059.4822,3956.3477,5859.9927
SL-8_DEB_095,-1102.6455,5498.126,4035.494
SL-8_DEB_096,-161.81133,-1424.3647,-2366.1174
SL-8_DEB_097,-973.1029,5647.24,4559.941
SL-8_DEB_098,-2328.5022,-2652.7317,-6517.768
SL-8_DEB_099,4808.988,-2912.1758,4170.382
SL-8_DEB_100,-56.07177,1647.3358,1310.7069
SL-8_DEB_101,-5190.479,5035.907,-2451.3386
SL-8_DEB_102,1601.9545,3704.7815,6508.416
SL-8_DEB_103,-1679.6703,3971.401,1447.5754
SL-8_DEB_104,4682.679,-4907.057,2152.3792
SL-8_DEB_105,-1192.1884,1106.2798,-1015.949
SL-8_DEB_106,5322.1787,-3799.2832,4245.0327
SL-8_DEB_107,4123.0117,-6441.4062,-261.64505
SL-8_DEB_108,-5106.381,5312.9287,-2275.1013
SL-8_DEB_109,-1430.7122,5451.529,3746.5054
SL-8_DEB_110,-1417.5354,481.05887,-2243.2747
SL-8_DEB_111,3650.9968,-4818.139,678.9264
SL-8_DEB_112,-4493.3438,1630.6948,-4917.6704
SL-8_DEB_113,2298.3606,-6481.708,-3234.3396
SL-8_DEB_114,5302.1094,-2932.0996,5055.8604
SL-8_DEB_115,-455.0482,-380.53925,-922.35223
SL-8_DEB_116,-2836.408,-1649.0623,-6289.6196
SL-8_DEB_117,2091.9412,2440.3667,5945.593
SL-8_DEB_118,-411.42105,-4709.5854,-5696.5527
SL-8_DEB_119,-573.5954,-2188.0183,-3800.3948
SL-8_DEB_120,-2156.3408,6599.759,3575.246
SL-8_DEB_121,2388.2874,-4124.2886,-1037.9684
SL-8_DEB_122,259.07312,4812.5977,5615.827
SL-8_DEB_123,-3524.2517,3517.391,-1960.1565
SL-8_DEB_124,-5148.634,3231.7856,-4534.4756
SL-8_DEB_125,-1791.5818,5310.92,3102.0818
SL-8_DEB_126,749.35065,-3912.0583,-3474.2305
SL-8_DEB_127,-4819.3306,1520.3317,-5636.777
SL-8_DEB_128,5246.9165,-2834.3062,4987.786
SL-8_DEB_129,780.18896,-3749.0923,-3300.619
SL-8_DEB_130,4097.738,-845.4335,5355.4546
SL-8_DEB_131,1017.38306,4092.089,6021.175
SL-8_DEB_132,1584.4346,3528.0312,6294.1553
SL-8_DEB_133,-0.84193164,4892.702,5306.829
SL-8_DEB_134,-4483.1245,2806.1643,-4083.4192
SL-8_DEB_135,674.32715,-5742.5933,-4998.0527
SL-8_DEB_136,-3252.155,959.4576,-4280.6465
SL-8_DEB_137,995.4553,-3661.4944,-2814.0664
SL-8_DEB_138,-3043.13,-1960.0918,-6680.7886
SL-8_DEB_139,-1391.1759,4236.92,2679.9402
SL-8_DEB_140,-3433.074,6810.5967,1876.5978
SL-8_DEB_141,1222.2264,4222.6523,6454.093
SL-8_DEB_142,1369.0581,3863.3923,6330.614
SL-8_DEB_143,2336.949,2279.8916,6127.703
SL-8_DEB_144,-1268.0647,-2332.5137,-4874.0015
SL-8_DEB_145,5405.954,-4734.3237,3436.269
SL-8_DEB_146,-260.03876,4025.411,3784.787
SL-8_DEB_147,923.06946,2169.7556,3891.0588
SL-8_DEB_148,-3833.2402,-225.37907,-6354.0435
SL-8_DEB_149,1278.7722,3860.045,6183.127
SL-8_DEB_150,-3730.6555,513.40106,-4900.5713
SL-8_DEB_151,1652.7817,1491.4249,4251.5933
SL-8_DEB_152,4203.539,-3592.108,2437.6433
SL-8_DEB_153,7.5095277,-5117.83,-5170.6187
SL-8_DEB_154,-1744.2253,-1382.7346,-4607.968
SL-8_DEB_155,1239.1849,3897.27,6163.008
SL-8_DEB_156,-2406.7183,4903.7153,1308.3798
SL-8_DEB_157,1572.4929,1825.8928,4225.79
SL-8_DEB_158,-3913.6887,5173.3516,-249.13197
SL-8_DEB_159,3757.8164,419.74078,6275.201
SL-8_DEB_160,2756.6147,-5467.8774,-1771.5686
SL-8_DEB_161,2777.8662,1884.572,6373.6465
SL-8_DEB_162,-1903.1151,-1715.416,-5222.7593
SL-8_DEB_163,4362.894,-6011.5234,558.57825
SL-8_DEB_164,4729.242,-5374.639,1769.9673
SL-8_DEB_165,1684.5802,2143.7896,5000.5996
SL-8_DEB_166,-595.11835,-1547.782,-3003.233
SL-8_DEB_167,1473.7825,3159.4128,5613.2656
SL-8_DEB_168,5467.8403,-4562.3887,3677.216
SL-8_DEB_169,-3965.0425,1356.8925,-4380.694
SL-8_DEB_170,-445.1847,1980.8479,1728.2408
SL-8_DEB_171,260.59647,-3045.573,-3354.6917
SL-8_DEB_172,-2920.4727,-528.8111,-4831.16
SL-8_DEB_173,1442.1903,-4793.907,-3210.283
SL-8_DEB_174,-5039.271,3742.7346,-3629.6167
SL-8_DEB_175,-1854.7097,4667.7705,2393.4949
SL-8_DEB_176,-3592.2556,-370.0097,-5741.413
SL-8_DEB_177,-1451.8699,5543.418,3766.1028
SL-8_DEB_178,5015.4873,-3613.2866,3852.2092
SL-8_DEB_179,1525.4407,-6176.6406,-4072.9043
SL-8_DEB_180,5296.112,-2831.2993,5177.632
SL-8_DEB_181,1352.1437,-5217.581,-3775.738
SL-8_DEB_182,611.31256,-2006.1938,-1769.7587
SL-8_DEB_183,-150.75159,5212.6465,5351.709
SL-8_DEB_184,2532.9988,296.8348,4300.932
SL-8_DEB_185,4871.5244,-3708.821,3431.3022
SL-8_DEB_186,-587.7612,-2739.4243,-3577.864
SL-8_DEB_187,2984.834,237.81963,4921.0796
SL-8_DEB_188,2987.1355,-5620.475,-1476.1793
SL-8_DEB_189,-242.98412,-1015.4831,-2024.5754
SL-8_DEB_190,-4933.9062,4276.1816,-2776.849
SL-8_DEB_191,-4350.495,5288.249,-1257.8529
SL-8_DEB_192,-4026.8645,1728.8809,-4002.8604
SL-8_DEB_193,-3104.5845,2757.79,-1554.4316
SL-8_DEB_194,5270.0107,-5748.011,2104.1611
SL-8_DEB_195,1934.5446,-5645.8857,-3240.3022
SL-8_DEB_196,-5250.9336,4992.029,-2809.6738
SL-8_DEB_197,1408.2328,2656.1714,5203.6177
SL-8_DEB_198,-441.22916,-4769.326,-5557.745
SL-8_DEB_199,1963.7784,2284.8545,5605.1006
SL-8_DEB_200,-132.44101,2650.3247,2490.5283
SL-8_DEB_201,2723.9993,-1068.3802,2784.4175
SL-8_DEB_202,-575.13007,-3633.003,-4598.2183
SL-8_DEB_203,887.00165,2746.8306,4191.06
SL-8_DEB_204,2536.5073,-1666.9064,1772.7109
SL-8_DEB_205,736.4205,-5476.037,-4747.2817
SL-8_DEB_206,-4414.3726,451.00937,-6160.095
SL-8_DEB_207,-3248.213,1371.3434,-4020.6987
SL-8_DEB_208,3214.7266,-6592.1924,-1905.5023
SL-8_DEB_209,3688.7537,-1388.4191,3993.039
SL-8_DEB_210,-666.28394,5283.753,4691.658
SL-8_DEB_211,3391.8774,-6441.0605,-1624.7487
SL-8_DEB_212,-1309.3773,5349.562,3833.7068
SL-8_DEB_213,5004.8,-3459.0815,3919.5317
SL-8_DEB_214,309.7248,-4753.3647,-4770.4473
SL-8_DEB_215,2926.1924,-4794.4673,-404.06995
SL-8_DEB_216,-195.80356,2265.1892,2263.3691
SL-8_DEB_217,818.77905,3027.2004,4634.8364
SL-8_DEB_218,3273.9255,-3993.7317,499.59406
SL-8_DEB_219,267.02533,2400.7114,3163.9785
SL-8_DEB_220,2747.669,-1943.517,1920.3713
SL-8_DEB_221,2447.553,-6015.8726,-2566.9285
SL-8_DEB_222,758.03467,-5001.0415,-3954.6575
SL-8_DEB___001,4347.212,-22.627209,6615.5605
SL-8_DEB___002,-484.60742,5635.461,5183.2197
SL-8_DEB___003,1831.1222,-239.79718,2745.364
SL-8_DEB___004,-763.96875,-4505.0967,-5863.104
SL-8_DEB___005,-457.02032,667.6069,-490.87918
SL-8_DEB___006,-4050.0354,5718.2007,37.38748
SL-8_DEB___007,438.99887,-4854.8755,-4573.353
SL-8_DEB___008,-1486.5128,-1729.0135,-4502.55
SL-8_DEB___009,3561.3215,-3063.8367,2353.8062
SL-8_DEB___010,-1101.4376,4623.115,3098.654
SL-8_DEB___011,1923.3451,-3953.1758,-1087.7438
SL-8_DEB___012,-2117.9153,-293.75198,-3369.4558
SL-8_DEB___013,778.5851,3848.884,5382.3433
SL-8_DEB___014,-2646.971,5907.789,2241.5457
SL-8_DEB___015,-3382.703,-555.7569,-5632.552
SL-8_DEB___016,-1005.1152,344.5647,-1547.7952
SL-8_DEB___017,4874.375,-3673.0115,3522.51
SL-8_DEB___018,1826.1228,-1825.6372,562.0835
SL-8_DEB___019,-1551.6915,-3315.4954,-5978.0254
SL-8_DEB___020,3077.4016,-744.73724,3836.6082
SL-8_DEB___021,3177.7832,-5925.938,-1468.4655
SL-8_DEB___022,3168.9739,-103.30592,4627.195
SL-8_DEB___023,-2425.4158,5172.5273,1955.8759
SL-8_DEB___024,4607.8574,-2737.3496,4140.7007
SL-8_DEB___025,-749.8194,-3847.2336,-5407.6
SL-8_DEB___026,2740.0671,1383.0614,5743.036
SL-8_DEB___027,-3220.736,-1038.6544,-6083.0054
SL-8_DEB___028,4554.791,-1864.0653,4923.647
SL-8_DEB___029,-1457.0819,-3033.0808,-5630.252
SL-8_DEB___030,-1227.6604,1937.0015,-93.52999
SL-8_DEB___031,-4259.781,4274.808,-1779.424
SL-8_DEB___032,-3359.4106,3187.564,-2127.996
SL-8_DEB___033,-1704.0128,-788.06946,-3992.9019
SL-8_DEB___034,-1227.3444,-3522.233,-5746.0396
SL-8_DEB___035,-1197.3477,4010.7026,2231.2573
SL-8_DEB___036,3383.006,-5711.5703,-913.36957
SL-8_R-B_001,-1289.278,1660.006,-563.1804
SL-8_R-B_002,3069.9595,-1576.9136,3183.8184
SL-8_R-B_003,2344.8906,275.3051,3959.1519
SL-8_R-B_004,2411.9226,-5845.372,-2576.7883
SL-8_R-B_005,-1108.752,5299.348,4077.5835
SL-8_R-B_006,-3655.1812,1545.8584,-4202.299
SL-8_R-B_007,3007.8933,-6237.067,-1788.6667
SL-8_R-B_008,-219.12048,-2662.962,-3722.9417
SL-8_R-B_009,1095.3159,-5122.8706,-3973.1724
SL-8_R-B_010,-26.940748,-4623.105,-5069.699
SL-8_R-B_011,55.375854,4851.147,5228.051
SL-8_R-B_012,-1378.5024,-1331.101,-3310.1863
SL-8_R-B_013,651.2417,1899.8978,3310.0266
SL-8_R-B_014,1816.9827,2230.7463,5128.323
SL-8_R-B_015,1869.2974,-5563.404,-3184.8218
SL-8_R-B_016,1828.8108,-5951.8853,-3365.4482
SL-8_R-B_017,1144.7021,-5591.1562,-4202.4785
SL-8_R-B_018,-3734.379,24.30475,-5837.766
SL-8_R-B_019,-3444.177,4793.0396,32.68
SL-8_R-B_020,-4505.9253,2922.0852,-3585.8093
SL-8_R-B_021,-4643.05,5703.733,-916.82983
SL-8_R-B_022,928.7387,210.55527,1896.019
SL-8_R-B_023,-2761.8428,-2261.2676,-6478.255
SL-8_R-B_024,-1735.4558,-2156.1104,-5305.4062
SL-8_R-B_025,3383.4082,-1000.58124,4038.3057
SL-8_R-B_026,-454.259,129.79582,-921.2808
SL-8_R-B_027,1729.6362,-5476.1294,-3366.2588
SL-8_R-B_028,4733.059,-1460.5737,5676.2266
SL-8_R-B_029,-4318.0083,799.6844,-5705.6826
SL-8_R-B_030,-2486.291,-1646.3607,-5828.9307
SL-8_R-B_031,-4921.178,3480.108,-3883.3132
SL-8_R-B_032,-3.454044,-4891.283,-5365.7524
SL-8_R-B_033,47.464188,-3628.398,-3605.9438
SL-8_R-B_034,-2031.4685,6052.113,3305.2073
SL-8_R-B_035,985.088,607.08606,1940.7375
SL-8_R-B_036,-1201.7577,1540.4635,-677.82635
SL-8_R-B_037,1970.9646,2533.611,5776.306
SL-8_R-B_038,-4528.755,3766.64,-3155.984
SL-8_R-B_039,-2557.775,222.27408,-4210.383
SL-8_R-B_040,-5254.009,4853.111,-2823.1462
SL-8_R-B_041,-1230.5831,5331.936,3909.611
SL-8_R-B_042,1916.4214,-5041.84,-2764.7793
SL-8_R-B_043,-1470.064,-3234.053,-5843.1704
SL-8_R-B_044,1840.5588,3498.139,6624.752
SL-8_R-B_045,-2867.2773,-1721.987,-6328.9604
SL-8_R-B_046,-554.2995,4352.385,4008.7766
SL-8_R-B_047,4291.3516,145.82799,6752.6
SL-8_R-B_048,2699.1692,2345.5166,6743.122
SL-8_R-B_049,2253.4736,-4749.4185,-1399.2671
SL-8_R-B_050,-926.2578,-4251.002,-5911.1724
SL-8_R-B_051,-2229.39,4837.011,1934.8702
SL-8_R-B_052,-551.9038,5365.3516,4910.8545
SL-8_R-B_053,3123.8872,-3911.438,824.0712
SL-8_R-B_054,4493.165,-5870.971,725.3164
SL-8_R-B_055,2811.0056,-5514.04,-1770.0798
SL-8_R-B_056,-4824.2256,2920.0334,-4026.644
SL-8_R-B_057,-672.44714,-2951.0674,-4627.6367
SL-8_R-B_058,-449.2063,4701.4307,4490.6133
SL-8_R-B_059,4133.859,366.17294,6755.687
SL-8_R-B_060,-2044.6444,-2777.7932,-6218.1733
SL-8_R-B_061,-1641.2793,6242.1763,4054.927
SL-8_R-B_062,117.634285,-4993.637,-5141.014
SL-8_R-B_063,-3300.7974,4677.2153,-287.84427
SL-8_R-B_064,1989.6973,-540.3772,2294.5142
SL-8_R-B_065,3526.1196,-5040.745,217.63702
SL-8_R-B_066,-2369.4333,5475.8945,2328.9055
SL-8_R-B_067,-1180.8505,-1743.5641,-3401.0334
SL-8_R-B_068,2297.1147,1387.9203,4929.058
SL-8_R-B_069,45.50105,-4728.808,-4881.505
SL-8_R-B_070,3392.6328,-6779.245,-1855.1547
SL-8_R-B_071,-3284.492,2010.3024,-3191.369
SL-8_R-B_072,2059.5168,3223.543,6660.2383
SL-8_R-B_073,736.9999,-1294.5094,-158.45648
SL-8_R-B_074,5204.177,-3614.0369,4156.616
SL-8_R-B_075,5087.8164,-3157.9668,4416.0312
SL-8_R-B_076,782.2761,480.61517,1960.9152
SL-8_R-B_077,-244.64682,989.68896,256.0789
SL-8_R-B_078,1720.8323,-1941.6534,233.95644
SL-8_R-B_079,-3285.1025,-1041.1873,-6023.269
SL-8_R-B_080,551.03925,1264.7008,2472.0647
SL-8_R-B_081,-1686.4315,5883.2983,3661.5413
SL-8_R-B_082,-2169.1865,-1485.1519,-4679.905
SL-8_R-B_083,2935.5098,1940.3547,6676.292
SL-8_R-B_084,-1189.17,-3571.6436,-5513.1504
SL-8_R-B_085,-4590.529,2749.762,-4241.8496
SL-8_R-B_086,-800.5922,-3667.1506,-5357.446
SL-8_R-B_087,-492.97192,5073.7656,4620.3867
SL-8_R-B_088,5331.809,-3316.2349,4724.775
SL-8_R-B_089,1225.5844,1512.0708,3751.8064
SL-8_R-B_090,62.895817,2702.0706,2772.0579
SL-8_R-B_091,-4830.409,2677.9666,-4470.5757
SL-8_R-B_092,2294.5972,2242.601,6005.1367
SL-8_R-B_093,57.388824,-4663.264,-5022.8364
SL-8_R-B_094,-2083.0603,4241.154,1528.6506
SL-8_R-B_095,-2034.6986,-3197.4846,-6516.473
SL-8_R-B_096,-2505.4731,-1723.0076,-5900.108
SL-8_R-B_097,1019.8028,-3383.9248,-1866.8445
SL-8_R-B_098,-3856.799,1497.0098,-4108.988
SL-8_R-B_099,-4596.517,4838.6377,-2039.4971
SL-8_R-B_100,-684.1985,-4047.125,-5557.703
SL-8_R-B_101,-474.43274,-4133.9404,-5287.8374
SL-8_R-B_102,-31.28973,-4278.427,-4881.569
SL-8_R-B_103,-3559.6848,6395.8945,1132.3298
SL-8_R-B_104,2155.5276,2741.0974,6325.863
SL-8_R-B_105,-4378.0034,1632.1089,-5129.7197
SL-8_R-B_106,-1118.2913,-3948.1877,-6045.591
SL-8_R-B_107,2597.3914,-6054.693,-2454.019
SL-8_R-B_108,2329.5217,-5936.4297,-2889.661
SL-8_R-B_109,405.4053,3039.1978,4125.398
SL-8_R-B_110,3990.3535,-1388.7108,4765.517
SL-8_R-B_111,657.9111,2628.4968,4018.1646
SL-8_R-B_112,-290.26636,-2030.4999,-3189.2961
SL-8_R-B_113,-493.92334,4660.1416,4387.673
SL-8_R-B_114,1386.6696,3270.139,5748.2026
SL-8_R-B_115,3846.247,-5289.69,159.87848
SL-8_R-B_116,-957.63995,2834.1409,1759.9004
SL-8_R-B_117,-2288.0793,5069.1436,2072.3657
SL-8_R-B_118,1043.7609,2157.7297,3828.0557
SL-8_R-B_119,-2791.0808,-1866.1901,-6260.915
SL-8_R-B_120,-1097.4552,4699.946,3521.981
SL-8_R-B_121,1040.8839,-4929.295,-3922.799
SL-8_R-B_122,2046.4158,-339.8722,2993.1904
SL-8_R-B_123,3037.5322,-1682.3748,2691.6106
SL-8_R-B_124,-212.54762,-3074.892,-4005.4814
SL-8_R-B_125,-2438.102,5816.8506,2285.3623
SL-8_R-B_126,-4459.2046,2452.4885,-4465.2114
SL-8_R-B_127,3751.668,-4062.2593,1225.579
SL-8_R-B_128,-3792.3872,5925.059,616.88934
SL-8_R-B_129,537.13043,4233.7783,5472.3867
SL-8_R-B_130,-3254.2478,429.61423,-4831.8667
SL-8_R-B_131,339.79654,-5205.107,-5107.973
SL-8_R-B_132,302.01016,4204.6045,4942.018
SL-8_R-B_133,-2969.7053,-241.44543,-4562.0596
SL-8_R-B_134,647.63525,4089.3462,5493.5806
SL-8_R-B_135,4876.3975,-6084.5635,1209.432
SL-8_R-B_136,-3567.069,-700.4239,-6166.593
SL-8_R-B_137,-3303.703,-1126.7291,-6205.9316
SL-8_R-B_138,-1594.9253,4659.9917,2779.2249
SL-8_R-B_139,31.850035,-4501.395,-4987.007
SL-8_R-B_140,-1708.6556,-1918.9017,-5048.036
SL-8_R-B_141,-1069.3162,-3458.7356,-5558.4946
SL-8_R-B_142,-4270.2334,4105.1777,-2444.721
SL-8_R-B_143,3264.5247,371.74396,5313.4463
SL-8_R-B_144,-1446.2872,-2941.8354,-5696.731
SL-8_R-B_145,4403.5728,-947.85425,5768.7344
SL-8_R-B_146,1667.4508,-5828.736,-3607.3262
SL-8_R-B_147,-729.19366,-4062.3943,-5543.4707
SL-8_R-B_148,-3165.1196,5100.631,753.22437
SL-8_R-B_149,2142.4294,-5796.0005,-2711.3503
SL-8_R-B_150,-1202.4443,3878.58,2565.4607
SL-8_R-B_151,1001.7098,2445.3567,4347.29
SL-8_R-B_152,2804.0488,-4072.3,-269.77078
SL-8_R-B_153,-2685.7476,5995.129,2120.1035
SL-8_R-B_154,4784.3867,-5431.755,1731.5532
SL-8_R-B_155,210.01837,4316.739,5073.815
SL-8_R-B_156,4080.714,381.09442,6735.466
SL-8_R-B_157,3945.0251,-734.78674,5254.9956
SL-8_R-B_158,4912.7466,-3644.448,3683.8076
SL-8_R-B_159,-4179.6577,5478.5444,-465.38815
SL-8_R-B_160,1268.5265,2251.4548,4566.121
SL-8_R-B_161,-395.61856,4882.056,4640.4336
SL-8_R-B_162,1213.7162,-4574.9385,-3363.7405
SL-8_R-B_163,753.26245,-2951.7112,-2415.467
SL-8_R-B_164,3891.8176,-4549.608,1331.2982
SL-8_R-B_165,3724.5237,-5841.6094,-480.02588
SL-8_R-B_166,-4727.036,4530.363,-2163.8477
SL-8_R-B_167,670.50055,733.8202,1466.6056
SL-8_R-B_168,1168.44,-5345.2837,-4026.5884
SL-8_R-B_169,963.3208,-2535.5476,-1617.3838
SL-8_R-B_170,3699.7236,-1113.1432,4625.956
SL-8_R-B_171,-4296.3237,307.67276,-6053.118
SL-8_R-B_172,705.91064,-3024.1318,-2663.7883
SL-8_R-B_173,1018.6439,1074.3152,2973.6458
SL-8_R-B_174,-2940.6228,6189.7817,1949.5312
SL-8_R-B_175,-578.8816,3806.774,3379.077
SL-8_R-B_176,4124.3184,-2360.6333,3745.388
SL-8_R-B_177,208.77315,4829.0938,5435.2227
SL-8_R-B_178,-1963.6472,-2180.6208,-5572.8257
SL-8_R-B_179,-4122.6704,2527.9956,-3358.334
SL-8_R-B_180,-4453.6064,2368.3518,-4538.5396
SL-8_R-B_181,2995.8875,-6101.6113,-1706.7068
SL-8_R-B_182,-2570.912,6049.977,2389.402
SL-8_R-B_183,910.509,-1399.9327,-588.6524
SL-8_R-B_184,3696.7002,-217.83034,5535.4404
SL-8_R-B_185,-4701.839,4699.768,-2048.8857
SL-8_R-B_186,-4336.6445,4786.889,-1418.1719
SL-8_R-B_187,-1827.4404,-2272.5447,-5574.2363
SL-8_R-B_188,2719.7793,-4872.783,-1284.237
SL-8_R-B_189,-275.43533,4836.6953,4774.34
SL-8_R-B_190,-1157.8741,3382.2537,2118.7625
SL-8_R-B_191,-1009.6684,-3910.9685,-5826.708
SL-8_R-B_192,712.1466,424.50732,1819.7031
SL-8_R-B_193,2719.1667,-547.03345,3776.2742
SL-8_R-B_194,580.841,-5297.568,-4692.531
SL-8_R-B_195,2895.4329,-2904.8257,1026.1838
SL-8_R-B_196,3001.1748,-2502.6353,1638.6752
SL-8_R-B_197,-3073.286,-1866.5399,-6574.964
SL-8_R-B_198,3045.5,-1098.8357,3674.2297
SL-8_R-B_199,-101.99814,224.32092,203.44588
SL-8_R-B_200,304.8749,590.1126,695.2553
SL-8_R-B_201,-3463.179,-787.7945,-6061.487
SL-8_R-B_202,-3668.4878,-1083.3054,-6672.7812
SL-8_R-B_203,1143.2958,1894.1836,4030.0227
SL-8_R-B_204,2842.4153,-6176.8706,-2063.123
SL-8_R-B_205,387.93927,4434.895,5327.251
SL-8_R-B_206,-1522.7297,5613.0405,3649.7166
SL-8_R-B_207,660.8859,-4959.542,-4481.0645
SL-8_R-B_208,2762.0198,280.43024,4400.9595
SL-8_R-B_209,-2295.2397,5502.6387,2506.996
SL-8_R-B_210,994.57745,2709.02,4395.615
SL-8_R-B_211,-3243.6677,6150.993,1559.4476
SL-8_R-B_212,2253.3284,949.0379,4672.4717
SL-8_R-B_213,-2465.5156,5902.722,2395.5134
SL-8_R-B_214,-3432.8281,4303.973,-432.60608
SL-8_R-B_215,-5054.8267,3141.6162,-4533.1816
SL-8_R-B_216,1878.5232,-2462.8206,448.3972
SL-8_R-B_217,-1082.2394,163.0036,-2036.0435
SL-8_R-B_218,-2739.7505,-1799.1191,-5993.041
SL-8_R-B_219,-621.5536,5175.4526,4653.329
SL-8_R-B_220,-2432.549,-1679.77,-5765.131
SL-8_R-B_221,1654.5189,3272.8186,6128.193
SL-8_R-B_222,-4019.6216,461.88297,-5850.122
SL-8_R-B_223,2172.3638,424.4382,4000.2664
SL-8_R-B_224,5022.8994,-2558.3533,4960.493
SL-8_R-B_225,-151.44864,-2452.4097,-3274.3286
SL-8_R-B_226,-4859.057,4545.1924,-2605.086
SL-8_R-B_227,4800.0957,-3424.1643,3721.7583
SL-8_R-B_228,3002.6,1645.1486,6396.6704
SL-8_R-B_229,4555.5527,-5031.865,1839.7806
SL-8_R-B_230,-1323.9711,-3907.777,-6221.9126
SL-8_R-B_231,-1563.2114,871.129,-1184.0564
SL-8_R-B_232,3284.7534,-2059.934,2702.8855
SL-8_R-B_233,-1844.9108,-666.7913,-4103.3525
SL-8_R-B_234,2899.588,-6213.8745,-2074.0774
SL-8_R-B_235,-477.48785,5171.3706,4767.5186
SL-8_R-B_236,3430.785,-4910.382,222.81079
SL-8_R-B_237,1505.1052,-6004.573,-4045.5166
SL-8_R-B_238,3832.3533,-2.6322834,5975.8833
SL-8_R-B_239,303.18756,4616.297,5388.1133
SL-8_R-B_240,3205.8506,699.2188,5799.789
SL-8_R-B_241,-2738.6174,5105.09,1413.1525
SL-8_R-B_242,1236.9425,-1554.4943,-225.92271
SL-8_R-B_243,-2630.3765,788.23254,-3716.763
SL-8_R-B_244,-4287.8804,1079.2125,-5538.2188
SL-8_R-B_245,920.4602,3242.436,4979.825
SL-8_R-B_246,407.30878,-4361.028,-4373.767
SL-8_R-B_247,-1558.6791,977.08636,-1752.7709
SL-8_R-B_248,-4745.522,4786.4487,-2042.4757
SL-8_R-B_249,-3183.8047,4174.0547,-662.74646
SL-8_R-B_250,141.21167,-1177.3344,-815.7798
SL-8_R-B_251,1813.4052,-199.35054,2396.9578
SL-8_R-B_252,2947.4092,-6006.8926,-1876.9968
SL-8_R-B_253,975.74457,-5322.7075,-4295.2295
SL-8_R-B_254,1626.0192,3345.5247,6155.2124
SL-8_R-B_255,-2015.0527,4936.7686,2336.419
SL-8_R-B_256,5100.321,-3493.5564,4162.0967
SL-8_R-B_257,-5083.721,3513.4998,-3994.7217
SL-8_R-B_258,-1034.3792,5564.394,4364.1387
SL-8_R-B_259,867.2712,3665.5176,5351.7515
SL-8_R-B_260,2704.4207,-5267.4893,-1625.8939
SL-8_R-B_261,1380.0205,-5486.548,-3831.6174
SL-8_R-B_262,1785.0376,-5887.634,-3488.525
SL-8_R-B_263,-183.16975,3057.481,3145.5483
SL-8_R-B_264,-678.93195,536.1513,-197.19618
SL-8_R-B_265,-1859.5414,3741.3257,1414.1151
SL-8_R-B_266,5100.169,-3889.598,3797.1826
SL-8_R-B_267,-86.08557,-1280.1095,-1274.881
SL-8_R-B_268,-4429.157,4087.137,-2626.1545
SL-8_R-B_269,-2160.217,3846.1301,1059.302
SL-8_R-B_270,-6.618942,-3515.146,-4170.016
SL-8_R-B_271,315.80197,-3247.6858,-2785.4702
